Timestamp,Voltage Phase 1 (V),Current Phase 1 (A),Voltage Phase 2 (V),Current Phase 2 (A),Voltage Phase 3 (V),Current Phase 3 (A),Power Outage Duration (min)
2024-04-12 00:50:29.621115,129.12839548253814,49.99292779954536,126.61075920519576,56.609663291311065,127.56961293729424,49.278732987165924,0
2024-04-12 01:05:29.621115,126.72570053657837,57.79967098317407,125.90158314233847,52.932662307422845,127.68972086196052,44.664431721495326,0
2024-04-12 01:20:29.621115,128.64924824187764,54.71603919344877,128.06513264118985,37.98875808042196,128.6090449758865,41.51730671412075,0
2024-04-12 01:35:29.621115,127.14301667429456,48.23975554432502,126.997442904795,46.635161828926066,127.52768047719624,47.75093057161024,0
2024-04-12 01:50:29.621115,126.77737874091056,49.316984304555746,126.50851498001168,61.21176722357766,125.40616049148045,46.75215114047658,0
2024-04-12 02:05:29.621115,128.0183730960488,46.5220168970137,127.04968521593658,51.34505113787815,125.39815124641211,50.37744189682346,0
2024-04-12 02:20:29.621115,125.18158929338577,48.75962063883307,128.77165666779237,52.27432237042346,128.07560328321324,41.99665388699339,0
2024-04-12 02:35:29.621115,127.38340280074719,64.97852815742849,125.53300254004684,55.627474224953936,126.73521823721899,50.749923759618824,0
2024-04-12 02:50:29.621115,125.96792098798839,50.960440908236585,126.63556491945941,47.11598310439799,126.78312578906952,51.10587313089729,0
2024-04-12 03:05:29.621115,126.27471795309134,48.73693696247401,125.60623054946443,43.633031274594074,127.7387053177946,39.009455267059046,0
2024-04-12 03:20:29.621115,127.24934693561309,49.341902791238496,127.54855177840322,53.05537193263044,128.13489819935253,47.839390304016746,0
2024-04-12 03:35:29.621115,128.10294740304872,36.591486366147606,128.6632302337975,49.04469369153722,127.92586619608849,54.7381938179165,0
2024-04-12 03:50:29.621115,127.4591159461849,45.08396177394668,126.58765455171013,44.1546996478937,125.7102686514573,51.55929347504378,0
2024-04-12 04:05:29.621115,127.59025900788704,50.74747124457343,126.70793938795236,49.64121583454282,128.99762629038383,50.51383090011538,0
2024-04-12 04:20:29.621115,126.49544702665321,58.2891064083631,127.2800784997872,47.59752181986157,127.2846641526357,52.41772624367412,0
2024-04-12 04:35:29.621115,125.52676611950842,50.65152299722651,126.2349028319695,54.21326575826224,125.01333972521786,47.56240411025536,0
2024-04-12 04:50:29.621115,127.2745036203204,57.07065350956394,127.18668076046289,59.75812364169532,127.74376296140089,42.39532657186207,0
2024-04-12 05:05:29.621115,126.27481129791184,50.903679155280756,125.94047442586901,55.04320231842272,126.67803732511712,50.84688563933004,0
2024-04-12 05:20:29.621115,127.41325597104749,46.80736415249586,125.91700587035794,51.57520128980153,127.3818486737967,51.06732883894555,0
2024-04-12 05:35:29.621115,127.49025308563407,50.63782280964499,127.8203164981469,48.65359357728289,126.6425343313143,47.91185334841842,0
2024-04-12 05:50:29.621115,127.08713774995333,47.344984407499624,128.2285018961238,43.56636821850471,126.30003147988066,52.01247673399471,0
2024-04-12 06:05:29.621115,126.96175637719341,46.685462800466766,129.006026400177,45.54992126802597,127.30404666651965,50.086619123202965,0
2024-04-12 06:20:29.621115,127.94327373732526,43.321060485333845,127.30047837192545,42.630404731859485,128.0069338249191,56.04979125218757,0
2024-04-12 06:35:29.621115,127.48468028795162,45.646681948406176,126.78058018423783,44.346405910537776,126.75971561713739,62.69109659613818,0
2024-04-12 06:50:29.621115,126.77158038370087,43.11967831747793,127.65778838047348,45.50111527048758,127.02437209760575,50.40503251141752,0
2024-04-12 07:05:29.621115,126.98326171165255,45.10166709557665,127.0804451752852,40.09983504932916,127.27449907872932,43.33476835626514,0
2024-04-12 07:20:29.621115,128.56324762223983,49.86686688520798,126.07342030219206,53.065812262614784,128.07857128609734,53.654629142663936,0
2024-04-12 07:35:29.621115,126.57377968737411,47.64473611727029,126.66494816820227,59.09348007773333,126.85170742868344,55.0640928459279,0
