Timestamp,Voltage Phase 1 (V),Current Phase 1 (A),Voltage Phase 2 (V),Current Phase 2 (A),Voltage Phase 3 (V),Current Phase 3 (A),Power Outage Duration (min)
2024-04-11 15:15:45.211246,127,57.29849566661096,127,51.07322773154438,127,52.20758238780647,0
2024-04-11 15:30:45.211246,127,53.193464513988054,127,48.163474021474066,127,63.59654472349099,0
2024-04-11 15:45:45.211246,127,49.42462912621428,127,51.404873257964205,127,45.942289612989285,0
2024-04-11 16:00:45.211246,127,46.35844126119248,127,51.37101002245022,127,41.61528500831797,0
2024-04-11 16:15:45.211246,127,54.27832439709893,127,42.36491920307863,127,54.54100613970064,0
2024-04-11 16:30:45.211246,127,0.0,127,0.0,127,0.0,30
2024-04-11 16:45:45.211246,127,0.0,127,0.0,127,0.0,30
2024-04-11 17:00:45.211246,127,0.0,127,0.0,127,0.0,15
2024-04-11 17:15:45.211246,127,52.14182878553745,127,54.15789132753093,127,51.755737724578815,0
2024-04-11 17:30:45.211246,127,47.92263215230515,127,46.45991536841083,127,46.48790712274425,0
2024-04-11 17:45:45.211246,127,41.31795784932409,127,52.89700110670035,127,54.092110458825154,0
2024-04-11 18:00:45.211246,127,63.907687795480854,127,53.270260041350966,127,59.67025751296134,0
2024-04-11 18:15:45.211246,127,51.09301855780732,127,59.3942989596747,127,42.59166561689794,0
2024-04-11 18:30:45.211246,127,47.750208434198065,127,44.208592622605664,127,45.15420532568267,0
2024-04-11 18:45:45.211246,127,50.20085233042663,127,50.701235012341925,127,44.63149421872467,0
2024-04-11 19:00:45.211246,127,48.233832695566136,127,46.72109861544629,127,57.92413624507028,0
2024-04-11 19:15:45.211246,127,33.12394611074197,127,45.283831799224785,127,57.58660363795798,0
2024-04-11 19:30:45.211246,127,42.70433815786588,127,42.580291775302406,127,48.811394155268296,0
2024-04-11 19:45:45.211246,127,0.0,127,0.0,127,0.0,60
2024-04-11 20:00:45.211246,127,51.542913514328276,127,46.42628850435374,127,51.49074847363437,0
2024-04-11 20:15:45.211246,127,50.729701856096135,127,47.458397295795805,127,50.42975986930424,0
2024-04-11 20:30:45.211246,127,45.09968863337471,127,46.31799113562939,127,53.835429873100075,0
2024-04-11 20:45:45.211246,127,48.39584972944165,127,48.17474453818391,127,48.663528757843636,0
2024-04-11 21:00:45.211246,127,58.43160100078771,127,53.45715524951351,127,56.072142045021316,0
2024-04-11 21:15:45.211246,127,43.36682129697067,127,52.60881759251898,127,49.07944069259997,0
2024-04-11 21:30:45.211246,127,44.64079633471209,127,42.31786468914479,127,44.04794493429084,0
2024-04-11 21:45:45.211246,127,54.3516022892932,127,55.55190110828096,127,47.84088372201681,0
2024-04-11 22:00:45.211246,127,0.0,127,0.0,127,0.0,60
2024-04-11 22:15:45.211246,127,46.57977391633809,127,56.42373495449017,127,51.35800863021926,0
2024-04-11 22:30:45.211246,127,45.882405743164874,127,55.67499961938946,127,45.4556086704244,0
2024-04-11 22:45:45.211246,127,53.482492078530484,127,53.17324595880921,127,54.15292164745882,0
2024-04-11 23:00:45.211246,127,50.60850744333243,127,57.857262772677196,127,43.678666280753156,0
2024-04-11 23:15:45.211246,127,60.670125788582574,127,54.28662010776695,127,48.257756671277335,0
2024-04-11 23:30:45.211246,127,54.89155959188224,127,38.96417759655591,127,55.888881825779784,0
2024-04-11 23:45:45.211246,127,51.96736690490241,127,53.45034103144408,127,44.916964627877306,0
2024-04-12 00:00:45.211246,127,51.65936857978628,127,59.20245966221843,127,54.6389797424834,0
2024-04-12 00:15:45.211246,127,0.0,127,0.0,127,0.0,30
2024-04-12 00:30:45.211246,127,48.757405676835,127,53.71982529660117,127,44.803335516453004,0
2024-04-12 00:45:45.211246,127,0.0,127,0.0,127,0.0,30
2024-04-12 01:00:45.211246,127,49.45480117465803,127,50.025404236479986,127,49.38146934478207,0
2024-04-12 01:15:45.211246,127,56.25779040814476,127,54.62948718822557,127,55.55957967408711,0
2024-04-12 01:30:45.211246,127,0.0,127,0.0,127,0.0,60
2024-04-12 01:45:45.211246,127,49.63920743558569,127,49.51050382846076,127,43.34450137810498,0
2024-04-12 02:00:45.211246,127,53.562635005978244,127,51.55781897963446,127,54.44219217301572,0
2024-04-12 02:15:45.211246,127,55.25588732729603,127,38.75754203648267,127,52.2637421060433,0
2024-04-12 02:30:45.211246,127,55.02831560981277,127,50.13465581937457,127,50.224233634597546,0
2024-04-12 02:45:45.211246,127,45.40596922109235,127,50.50990345056729,127,48.81582337667247,0
2024-04-12 03:00:45.211246,127,0.0,127,0.0,127,0.0,30
2024-04-12 03:15:45.211246,127,54.779803299126534,127,47.93399920436768,127,43.91357935009487,0
2024-04-12 03:30:45.211246,127,52.372543763392954,127,53.097543087995,127,45.88153197227801,0
2024-04-12 03:45:45.211246,127,56.605535210622705,127,51.37711387978062,127,37.861585223366916,0
2024-04-12 04:00:45.211246,127,55.806952091022765,127,47.742547524790396,127,54.239862709736485,0
2024-04-12 04:15:45.211246,127,54.72807842346849,127,50.23032153053559,127,52.53496084547899,0
2024-04-12 04:30:45.211246,127,0.0,127,0.0,127,0.0,30
2024-04-12 04:45:45.211246,127,50.633570100656975,127,48.54670634754551,127,43.44484291588793,0
2024-04-12 05:00:45.211246,127,48.65471336973839,127,53.390831671843145,127,53.300862795879624,0
2024-04-12 05:15:45.211246,127,55.292278401222845,127,55.230546183348245,127,51.717799384197605,0
2024-04-12 05:30:45.211246,127,43.37412283750597,127,47.09182378025361,127,56.027883997353726,0
2024-04-12 05:45:45.211246,127,50.080544892439804,127,45.76027037726104,127,53.74636957901999,0
2024-04-12 06:00:45.211246,127,0.0,127,0.0,127,0.0,30
2024-04-12 06:15:45.211246,127,55.491007456174856,127,56.31139602144644,127,42.48649848933504,0
